;addr_build;addr_lat;addr_lng;addr_metro;addr_street;city;employer_name;employer_url;employer_url_vacancy;vac_money_cur;vac_money_from;vac_money_to;vac_name
0;;;;;;Санкт-Петербург;Adhive;https://api.hh.ru/employers/3665091;https://hh.ru/vacancy/28113924;RUR;80000.0;;Системный администратор
1;1к2;59.850305;30.300615;;площадь Конституции;Санкт-Петербург;Переводческая компания ТРАНСТЕХ;https://api.hh.ru/employers/661182;https://hh.ru/vacancy/27385223;RUR;100000.0;;Ведущий системный администратор
2;;59.989342;30.255169;Старая Деревня;5 линия;Санкт-Петербург;Таурас-Феникс;https://api.hh.ru/employers/567;https://hh.ru/vacancy/27203565;RUR;60000.0;80000.0;Системный администратор
3;21А;59.966015;30.338327;Выборгская;Пироговская наб.;Санкт-Петербург;Cbonds.ru;https://api.hh.ru/employers/3152;https://hh.ru/vacancy/27958205;RUR;65000.0;;Системный администратор
4;26;59.941651;30.349474;Чернышевская;Литейный проспект;Санкт-Петербург;ИТ-ГРАД;https://api.hh.ru/employers/1189354;https://hh.ru/vacancy/28094998;RUR;80000.0;;Системный администратор IaaS (Cloud Administrator)
5;88;59.934105;30.249195;;Средний проспект Васильевского острова;Санкт-Петербург;КСБ;https://api.hh.ru/employers/3458125;https://hh.ru/vacancy/27856179;RUR;70000.0;80000.0;Старший системный администратор
6;;;;;;Санкт-Петербург;Красное & Белое, розничная сеть;https://api.hh.ru/employers/1035394;https://hh.ru/vacancy/25720958;RUR;62000.0;87000.0;Системный администратор
7;;;;;;Санкт-Петербург;Эт Хоум;https://api.hh.ru/employers/147891;https://hh.ru/vacancy/26037159;RUR;65000.0;80000.0;Ведущий системный администратор Linux
8;128;59.854436;30.481239;Пролетарская;проспект Обуховской Обороны;Санкт-Петербург;ВНИИРА;https://api.hh.ru/employers/598722;https://hh.ru/vacancy/25836379;RUR;80000.0;90000.0;Системный администратор (Linux, Solaris)
9;;;;;;Санкт-Петербург;Линк-Ми;https://api.hh.ru/employers/1185261;https://hh.ru/vacancy/27983879;RUR;;90000.0;Системный администратор
10;;;;Выборгская;;Санкт-Петербург;Stellarbit;https://api.hh.ru/employers/2339176;https://hh.ru/vacancy/28061235;RUR;60000.0;90000.0;Системный администратор
11;5Л;59.828161;30.304307;Звёздная;4-й Предпортовый проезд;Санкт-Петербург;Калитко Виктория;https://api.hh.ru/employers/3671114;https://hh.ru/vacancy/27975162;RUR;70000.0;80000.0;Программист 1С/Системный администратор
12;29;59.910379;30.306948;;Измайловский проспект;Санкт-Петербург;Решение;https://api.hh.ru/employers/214731;https://hh.ru/vacancy/27761235;RUR;40000.0;80000.0;Системный администратор
13;метро Петроградская;59.966502;30.311439;Петроградская;2 линия;Санкт-Петербург;Кошелек.Ру;https://api.hh.ru/employers/1428791;https://hh.ru/vacancy/27847869;RUR;25000.0;120000.0;Системный администратор, настройщик
14;;;;;;Санкт-Петербург;FBS Inc.;https://api.hh.ru/employers/681575;https://hh.ru/vacancy/25539629;RUR;120000.0;200000.0;Системный администратор Linux
15;22;59.912017;30.295117;Балтийская;10-я Красноармейская улица;Санкт-Петербург;Мэлон Фэшн Груп;https://api.hh.ru/employers/55440;https://career.ru/vacancy/27186712;RUR;;100000.0;Ведущий системный администратор
16;;;;;;Санкт-Петербург;Infodata;https://api.hh.ru/employers/2175393;https://hh.ru/vacancy/27822199;RUR;120000.0;250000.0;Системный администратор
17;34;59.941087;30.277097;Василеостровская;9-я линия Васильевского острова;Санкт-Петербург;Meshok;https://api.hh.ru/employers/3297335;https://hh.ru/vacancy/27999059;RUR;140000.0;;Системный администратор Linux/DevOps
18;;;;;;Санкт-Петербург;Агентство КИТ Консалт;https://api.hh.ru/employers/637743;https://hh.ru/vacancy/27145293;RUR;;80000.0;IT-администратор (системный администратор)
19;6-8;59.934961;30.277016;Василеостровская;13-я линия Васильевского острова;Санкт-Петербург;Genesis Vision;https://api.hh.ru/employers/3154366;https://hh.ru/vacancy/27994817;RUR;90000.0;130000.0;Senior System Administrator & DevOps
20;22к2;59.888591;30.327672;Московские ворота;Заставская улица;Санкт-Петербург;SEMrush;https://api.hh.ru/employers/789662;https://hh.ru/vacancy/26887936;RUR;90000.0;180000.0;System Administrator (Linux)
21;;;;;;Санкт-Петербург;Протей, НТЦ;https://api.hh.ru/employers/22863;https://hh.ru/vacancy/28030733;RUR;70000.0;100000.0;Специалист по ОС Linux
22;4а;59.957769;30.342054;Площадь Ленина;Финляндский проспект;Санкт-Петербург;Акрибия;https://api.hh.ru/employers/1481235;https://hh.ru/vacancy/27346075;RUR;70000.0;90000.0;SOC Administrator
23;1;59.831245;30.344866;Звёздная;Звёздная улица;Санкт-Петербург;Fortis;https://api.hh.ru/employers/2496609;https://hh.ru/vacancy/27382879;RUR;90000.0;;Администратор баз данных
24;2;59.97387;30.333691;Выборгская;Гельсингфорсская улица;Санкт-Петербург;СКБ Контур;https://api.hh.ru/employers/41862;https://hh.ru/vacancy/25822395;RUR;70000.0;;Менеджер по работе с корпоративными клиентами (B2B)
25;23Д;59.97233;30.311403;Петроградская;улица Профессора Попова;Санкт-Петербург;Click;https://api.hh.ru/employers/2053040;https://hh.ru/vacancy/28073674;RUR;100000.0;140000.0;DevOPS
26;49;59.994216;30.388048;;проспект Непокоренных;Санкт-Петербург;Специальный Технологический Центр;https://api.hh.ru/employers/2519536;https://hh.ru/vacancy/27267048;RUR;125000.0;;Руководитель группы информационной безопасности
27;;;;;;Санкт-Петербург;Скуволт Рус;https://api.hh.ru/employers/3593066;https://hh.ru/vacancy/27965670;RUR;150000.0;250000.0;DevOps / System Administrator (remote)
28;27;59.937107;30.322147;Адмиралтейская;Большая Конюшенная улица;Санкт-Петербург;ММО ПЕРВЫЙ ЭЛЕКТРОННЫЙ СУПЕРМАРКЕТ КОНСАЛТИНГА ТОТАЛКОНСАЛТ;https://api.hh.ru/employers/3365441;https://hh.ru/vacancy/27942998;RUR;50000.0;80000.0;Заместитель главного бухгалтера/бухгалтер в одном лице
