;vac_name;vac_money_from;vac_money_to;vac_money_cur;city;employer_name;employer_url;employer_url_vacancy;addr_metro;addr_street;addr_build;addr_lng;addr_lat
184;Python Tech Lead Engineer (Remote);210000.0;260000.0;RUR;Санкт-Петербург;Spark Equation;https://api.hh.ru/employers/1787419;https://hh.ru/vacancy/40605517;;;;;
185;Графический дизайнер / Веб-дизайнер;130000.0;;RUR;Санкт-Петербург;ALM Works;https://api.hh.ru/employers/542183;https://hh.ru/vacancy/38970901;;;;;
186;Senior C#. Net Developer;3000.0;;USD;Санкт-Петербург;HazelTree;https://api.hh.ru/employers/2661749;https://hh.ru/vacancy/40176520;Площадь Восстания;2-я Советская улица;17;30.368096;59.931648
187;Senior Frontend Engineer/ Архитектор трейдинговой платформы;;700000.0;RUR;Санкт-Петербург;АРЕС;https://api.hh.ru/employers/232489;https://hh.ru/vacancy/40618326;Петроградская;;;30.311293;59.966389
188;QA Automation Engineer;70000.0;110000.0;RUR;Санкт-Петербург;Улыбка радуги;https://api.hh.ru/employers/40938;https://hh.ru/vacancy/37607656;Электросила;Московский проспект;158;30.322821;59.880875
189;Тестировщик ПО (автотесты);120000.0;;RUR;Санкт-Петербург;Лидгид;https://api.hh.ru/employers/2291898;https://hh.ru/vacancy/40698433;;;;;
190;Инженер-программист 1 категории (С++ developer, backend developer);140000.0;;RUR;Санкт-Петербург;Специальный Технологический Центр;https://api.hh.ru/employers/2519536;https://hh.ru/vacancy/39422218;Площадь Мужества;проспект Непокоренных;17к4;30.381616;59.993734
191;Full-stack developer (senior level);;250000.0;RUR;Санкт-Петербург;Vallexsoftware;https://api.hh.ru/employers/2291011;https://hh.ru/vacancy/40532531;Парнас;улица Фёдора Абрамова;4;30.334948;60.07028
192;Senior Backend Developer (C#, .net);230000.0;;RUR;Санкт-Петербург;Wartsila;https://api.hh.ru/employers/1938912;https://hh.ru/vacancy/39414745;Василеостровская;Малый пр.ВО;54 к.4;30.2561454211;59.9412407465
193;Android Mobile developer (Space);200000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/38981137;;;;;
194;Senior Software Developer (Fast Compilation for Kotlin);250000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/31673822;Беговая;Приморский проспект;70;30.2147;59.981663
195;Ведущий разработчик .NET (г. Санкт-Петербург);140000.0;;RUR;Санкт-Петербург;Альта Текнолоджи;https://api.hh.ru/employers/1481111;https://hh.ru/vacancy/40683026;;;;;
196;QA Automation Engineer (Web Team);140000.0;;RUR;Санкт-Петербург;Дримкас;https://api.hh.ru/employers/2583799;https://hh.ru/vacancy/39114265;Петроградская;Чкаловский проспект;50;30.299339;59.967358
197;Java Developer (Cloud);200000.0;;RUR;Санкт-Петербург;ALM Works;https://api.hh.ru/employers/542183;https://hh.ru/vacancy/37250356;;;;;
198;Software Developer (Marketing Automation);180000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/36863995;Беговая;Приморский проспект;70;30.2147;59.981663
199;Senior Software Developer Kotlin (Space);200000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/22794787;Беговая;Приморский проспект;70;30.2147;59.981663
200;Системный аналитик;80000.0;150000.0;RUR;Санкт-Петербург;IT Expert;https://api.hh.ru/employers/9094;https://hh.ru/vacancy/40198793;;;;;
201;Senior Software Developer (ReSharper);200000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/36864296;Беговая;Приморский проспект;70;30.2147;59.981663
202;Quality Assurance Engineer;1200.0;;USD;Санкт-Петербург;RE Partners Consulting LLC;https://api.hh.ru/employers/4841993;https://hh.ru/vacancy/40409800;;;;;
203;Программист CMS 1С-Битрикс (Bitrix);150000.0;200000.0;RUR;Санкт-Петербург;Едем-в-Гости.ру;https://api.hh.ru/employers/3817589;https://hh.ru/vacancy/40161570;;жилой район Адлер, Старонасыпная улица;22;39.92794;43.426912
204;Senior Software Developer (Kotlin IDE/Tooling);200000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/24246955;Беговая;Приморский проспект;70;30.2147;59.981663
205;BITRIX-разработчик;60000.0;120000.0;RUR;Санкт-Петербург;DIGIMATIX (ex.AlkoDesign);https://api.hh.ru/employers/117646;https://hh.ru/vacancy/40494095;;;;;
206;Senior Java Developer (Cloud);239000.0;;RUR;Санкт-Петербург;ALM Works;https://api.hh.ru/employers/542183;https://hh.ru/vacancy/37250355;;;;;
207;Senior Developer in Kotlin Compiler Team;250000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/40617944;;;;;
208;Senior Secure Engeneer (Golang, OWASP);;700000.0;RUR;Санкт-Петербург;АРЕС;https://api.hh.ru/employers/232489;https://hh.ru/vacancy/40618329;Петроградская;;;30.311293;59.966389
209;Инженер по автоматизации тестирования;100000.0;250000.0;RUR;Санкт-Петербург;Wartsila;https://api.hh.ru/employers/1938912;https://hh.ru/vacancy/40440905;Василеостровская;Малый пр.ВО;54 к.4;30.2561454211;59.9412407465
210;Software Developer (Toolbox App);180000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/40262942;Беговая;Приморский проспект;70;30.2147;59.981663
211;Системный администратор Linux (DevOps);;230000.0;RUR;Санкт-Петербург;FBS Inc.;https://api.hh.ru/employers/681575;https://hh.ru/vacancy/40257606;;;;;
212;Разработчик С++/Qt;100000.0;140000.0;RUR;Санкт-Петербург;HR-PROFI;https://api.hh.ru/employers/1883675;https://hh.ru/vacancy/40302395;;;;;
213;JavaScript-разработчик в Дзен-мани;120000.0;;RUR;Санкт-Петербург;Дзенмани.ру;https://api.hh.ru/employers/1166510;https://hh.ru/vacancy/40657632;;;;;
214;Senior Developer/.NET Developer /.NET Разработчик;150000.0;200000.0;RUR;Санкт-Петербург;Армия Кадров;https://api.hh.ru/employers/2473032;https://hh.ru/vacancy/40683670;;;;;
215;Разработчик C# /.NET;130000.0;;RUR;Санкт-Петербург;МАВИС;https://api.hh.ru/employers/631288;https://hh.ru/vacancy/40665873;;;;;
216;Senior Software Developer (WebStorm);200000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/38828307;Беговая;Приморский проспект;70;30.2147;59.981663
217;Senior Java Developer (Educational Products);200000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/36863909;;;;;
218;Системный аналитик;90000.0;150000.0;RUR;Санкт-Петербург;Максимум, Автомобильный холдинг;https://api.hh.ru/employers/65660;https://hh.ru/vacancy/40703516;Старая Деревня;Торфяная дорога;8к3;30.254917;59.991534
219;Frontend-разработчик (Team-Lead);140000.0;;RUR;Санкт-Петербург;Суши WOK;https://api.hh.ru/employers/1111042;https://hh.ru/vacancy/38827210;;Магнитогорская улица;51Е;30.433026;59.93937
220;Системный архитектор;90000.0;150000.0;RUR;Санкт-Петербург;Максимум, Автомобильный холдинг;https://api.hh.ru/employers/65660;https://hh.ru/vacancy/40679502;Старая Деревня;Торфяная дорога;8к3;30.254917;59.991534
221;DevOps инженер;150000.0;230000.0;RUR;Санкт-Петербург;Группа Компаний MVS;https://api.hh.ru/employers/964957;https://hh.ru/vacancy/37859569;Чкаловская;Левашовский проспект;12;30.292997;59.96584
222;PHP-разработчик;120000.0;;RUR;Санкт-Петербург;МАВИС;https://api.hh.ru/employers/631288;https://hh.ru/vacancy/40665891;;;;;
223;Ведущий специалист отдела внедрения (банковские продукты);100000.0;;RUR;Санкт-Петербург;CSBI;https://api.hh.ru/employers/1009;https://hh.ru/vacancy/39773459;;;;;
224;Программист-разработчик C#;;180000.0;RUR;Санкт-Петербург;Техностар;https://api.hh.ru/employers/1413074;https://hh.ru/vacancy/28943229;;;;;
225;Разработчик бэкэнда;;180000.0;RUR;Санкт-Петербург;Reelmotion games;https://api.hh.ru/employers/3890345;https://hh.ru/vacancy/36939930;;;;;
226;Lead QA Engineer;120000.0;;RUR;Санкт-Петербург;Petshopru;https://api.hh.ru/employers/773401;https://hh.ru/vacancy/39747700;;Чкаловский проспект;50;30.299339;59.967358
227;Программист-разработчик;;180000.0;RUR;Санкт-Петербург;Техностар;https://api.hh.ru/employers/1413074;https://hh.ru/vacancy/34577148;;;;;
228;Middle PHP-программист;130000.0;180000.0;RUR;Санкт-Петербург;ПРОКОД;https://api.hh.ru/employers/990434;https://hh.ru/vacancy/40559504;Площадь Ленина;Свердловская набережная;44Ю;30.402008;59.961242
229;Software Developer (Space Hosting);200000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/36863266;;;;;
230;Middle QA Engineer / Инженер по качеству (Тестировщик);90000.0;150000.0;RUR;Санкт-Петербург;Nord.Codes;https://api.hh.ru/employers/3292790;https://hh.ru/vacancy/40707205;Чёрная речка;;;;
231;WEB разработчик сайтов;130000.0;;RUR;Санкт-Петербург;Красное & Белое, розничная сеть;https://api.hh.ru/employers/1035394;https://hh.ru/vacancy/40657224;;;;;
232;Senior Software Developer (Space Packages);200000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/36863784;;;;;
233;Go developer (Crimson Team / Прага);180000.0;;RUR;Санкт-Петербург;SEMrush;https://api.hh.ru/employers/789662;https://hh.ru/vacancy/40676035;;Прага;;14.367475;50.094159
234;Frontend-разработчик;;110000.0;RUR;Санкт-Петербург;Максимум;https://api.hh.ru/employers/4860648;https://hh.ru/vacancy/40637400;;Крапивный переулок;5;30.338883;59.969763
235;Ведущий веб-разработчик / Senior Fullstack Developer;100000.0;140000.0;RUR;Санкт-Петербург;Elfsight Inc.;https://api.hh.ru/employers/1844772;https://hh.ru/vacancy/40665863;;;;;
236;QA Engineer;100000.0;110000.0;RUR;Санкт-Петербург;Accent Consulting;https://api.hh.ru/employers/90938;https://hh.ru/vacancy/40663206;Петроградская;улица Льва Толстого;1-3;30.312814;59.965277
237;Frontend-разработчик;80000.0;;RUR;Санкт-Петербург;Гладченко Михаил;https://api.hh.ru/employers/5063947;https://hh.ru/vacancy/40639938;;;;;
238;Программист Java EE (команда RMS);;100000.0;RUR;Санкт-Петербург;НТЦ АРГУС;https://api.hh.ru/employers/173832;https://hh.ru/vacancy/38660199;;улица Красного Курсанта;25ж;30.279962;59.9603
239;Full stack developer (PHP, JavaScript) — B2B;190000.0;;RUR;Санкт-Петербург;Skyeng;https://api.hh.ru/employers/1122462;https://hh.ru/vacancy/40351533;;;;;
240;Frontend Developer;180000.0;;RUR;Санкт-Петербург;Кузница Кадров;https://api.hh.ru/employers/3197321;https://hh.ru/vacancy/40638334;;;;;
241;Senior/Team Lead NodeJS/React (Удаленно);150000.0;200000.0;RUR;Санкт-Петербург;ИнтеллектДиалог;https://api.hh.ru/employers/4376647;https://hh.ru/vacancy/40626928;;;;;
242;Php-программист / web-developer, веб-программист, MODX-разработчик/;;100000.0;RUR;Санкт-Петербург;Стройметиз;https://api.hh.ru/employers/92525;https://hh.ru/vacancy/40161587;;;;30.3939091042;59.8811306708
243;PHP-программист;100000.0;120000.0;RUR;Санкт-Петербург;ОБИТ;https://api.hh.ru/employers/53676;https://hh.ru/vacancy/40261384;Площадь Восстания;;;;
244;Middle front-end разработчик;60000.0;120000.0;RUR;Санкт-Петербург;Fullstack Development;https://api.hh.ru/employers/1890198;https://hh.ru/vacancy/40629764;;;;;
245;.Net developer;;150000.0;RUR;Санкт-Петербург;АРЕС;https://api.hh.ru/employers/232489;https://hh.ru/vacancy/40641154;;;;;
246;Middle BackEnd Node.js;200000.0;250000.0;RUR;Санкт-Петербург;Дмитриев Никита Сергеевич;https://api.hh.ru/employers/4683474;https://hh.ru/vacancy/40611948;;;;;
247;Application Security Engineer;100000.0;;RUR;Санкт-Петербург;SEMrush;https://api.hh.ru/employers/789662;https://hh.ru/vacancy/37294126;Московские ворота;Заставская улица;22к2;30.327672;59.888591
248;Разработчик .NET Core;80000.0;;RUR;Санкт-Петербург;Простор Телеком;https://api.hh.ru/employers/2206;https://hh.ru/vacancy/40578967;Василеостровская;набережная реки Смоленки;19-21;30.259562;59.948735
249;Front-end разработчик (React);130000.0;190000.0;RUR;Санкт-Петербург;INGURU.RU;https://api.hh.ru/employers/2590553;https://hh.ru/vacancy/39914081;;;;;
250;Программист Битрикс;80000.0;;RUR;Санкт-Петербург;7 Studio;https://api.hh.ru/employers/1075304;https://hh.ru/vacancy/37714267;Нарвская;Бумажная улица;3;30.271923;59.903932
251;PHP-программист/Web-разработчик (1С-Битрикс);70000.0;100000.0;RUR;Санкт-Петербург;Группа компаний Навигатор;https://api.hh.ru/employers/36006;https://hh.ru/vacancy/40628912;;проспект Юрия Гагарина;2к1;30.337293;59.87355
252;Программист;60000.0;200000.0;RUR;Санкт-Петербург;Атмосферика;https://api.hh.ru/employers/1795485;https://hh.ru/vacancy/40618290;;;;;
253;Frontend-разработчик;210000.0;;RUR;Санкт-Петербург;Wartsila;https://api.hh.ru/employers/1938912;https://hh.ru/vacancy/40021438;Василеостровская;Малый пр.ВО;54 к.4;30.2561454211;59.9412407465
254;Middle/Senior frontend Developer;180000.0;270000.0;RUR;Санкт-Петербург;IT_Selection;https://api.hh.ru/employers/747028;https://hh.ru/vacancy/40614169;;;;;
255;PHP-разработчик (Битрикс);70000.0;120000.0;RUR;Санкт-Петербург;РДТоп;https://api.hh.ru/employers/969665;https://hh.ru/vacancy/40385364;;;;;
256;Senior Front-End Developer remote;2000.0;3000.0;USD;Санкт-Петербург;IT_Selection;https://api.hh.ru/employers/747028;https://hh.ru/vacancy/40614957;;;;;
257;Разработчик фронт VueJS;100000.0;150000.0;RUR;Санкт-Петербург;ТРИНИТИ;https://api.hh.ru/employers/166611;https://hh.ru/vacancy/40614188;;Ждановская улица;45;30.267485;59.962719
258;Разработчик PHP full stack (Возможно работать удаленно);100000.0;;RUR;Санкт-Петербург;Сотранс, группа компаний;https://api.hh.ru/employers/189898;https://hh.ru/vacancy/38960182;;Верхняя улица;16;30.375381;60.055807
259;C++/Qt developer;150000.0;240000.0;RUR;Санкт-Петербург;IT_Selection;https://api.hh.ru/employers/747028;https://hh.ru/vacancy/40611774;;;;;
260;Frontend developer (Team Lead);200000.0;;RUR;Санкт-Петербург;Манзони;https://api.hh.ru/employers/4390465;https://hh.ru/vacancy/40603093;Петроградская;улица Льва Толстого;7;30.31479;59.965309
261;Team Leader;;180000.0;RUR;Санкт-Петербург;Reelmotion games;https://api.hh.ru/employers/3890345;https://hh.ru/vacancy/38392633;;;;;
262;Разработчик Python, Java Script;80000.0;120000.0;RUR;Санкт-Петербург;НИИ МАСШТАБ;https://api.hh.ru/employers/841097;https://hh.ru/vacancy/39796769;;Кантемировская улица;5;30.33052;59.981924
263;QA Manual специалист;;140000.0;RUR;Санкт-Петербург;АРЕС;https://api.hh.ru/employers/232489;https://hh.ru/vacancy/40641113;;;;;
264;Разработчик C# (full web stack);100000.0;;RUR;Санкт-Петербург;Данфосс;https://api.hh.ru/employers/6015;https://hh.ru/vacancy/38990099;;;;;
265;Senior QA engineer (manual + automation);140000.0;;RUR;Санкт-Петербург;Skyeng;https://api.hh.ru/employers/1122462;https://hh.ru/vacancy/40482003;;;;;
266;Frontend-разработчик (Pixi+React);120000.0;;RUR;Санкт-Петербург;ЗетаСофт;https://api.hh.ru/employers/543805;https://hh.ru/vacancy/40349976;Чёрная речка;Белоостровская;17;30.321608;59.986754
267;Middle разработчик Frontend (Vue);100000.0;140000.0;RUR;Санкт-Петербург;Sportematica;https://api.hh.ru/employers/5039006;https://hh.ru/vacancy/40579666;;;;;
268;Fullstack Developer (Avocado Team);210000.0;;RUR;Санкт-Петербург;SEMrush;https://api.hh.ru/employers/789662;https://hh.ru/vacancy/40606399;Московские ворота;Заставская улица;22к2;30.327672;59.888591
269;Разработчик PHP;120000.0;;RUR;Санкт-Петербург;Это элементарно;https://api.hh.ru/employers/1494162;https://hh.ru/vacancy/40585495;Старая Деревня;Стародеревенская улица;11к2;30.244695;59.993604
270;FrontEnd developer;;150000.0;RUR;Санкт-Петербург;АКМЭ сервис;https://api.hh.ru/employers/157761;https://hh.ru/vacancy/40577102;;;;;
271;Frontend-разработчик (Team-Lead);140000.0;;RUR;Санкт-Петербург;Хедхантерс;https://api.hh.ru/employers/2967080;https://hh.ru/vacancy/39540185;Ладожская;Магнитогорская улица;51Е;30.433026;59.93937
272;Разработчик Python;150000.0;200000.0;RUR;Санкт-Петербург;Vilesse;https://api.hh.ru/employers/1510254;https://hh.ru/vacancy/37394225;;;;;
273;Веб-программист/web-программист;;120000.0;RUR;Санкт-Петербург;Boxberry;https://api.hh.ru/employers/80660;https://hh.ru/vacancy/40579706;;;;;
274;Data Engineer (GKT Team);180000.0;;RUR;Санкт-Петербург;SEMrush;https://api.hh.ru/employers/789662;https://hh.ru/vacancy/40605229;Московские ворота;Заставская улица;22к2;30.327672;59.888591
275;Middle Node.js developer;100000.0;130000.0;RUR;Санкт-Петербург;Roowix;https://api.hh.ru/employers/1754287;https://hh.ru/vacancy/40563030;;;;;
276;Middle/Senior Java developer (remote);2500.0;3500.0;USD;Санкт-Петербург;IT_Selection;https://api.hh.ru/employers/747028;https://hh.ru/vacancy/40613960;;;;;
277;Test Automation Engineer (Bioinformatics);150.0;250000.0;RUR;Санкт-Петербург;Дженстек;https://api.hh.ru/employers/1128487;https://hh.ru/vacancy/40605471;Адмиралтейская;Университетская набережная;7-9-11к5;30.293662;59.942435
278;DevOps (системный инженер);150000.0;;RUR;Санкт-Петербург;ALL.ME;https://api.hh.ru/employers/2755358;https://hh.ru/vacancy/40614834;;;;;
279;PHP-разработчик;140000.0;200000.0;RUR;Санкт-Петербург;Vilesse;https://api.hh.ru/employers/1510254;https://hh.ru/vacancy/37393305;;;;;
280;Fullstack web developer;170000.0;;RUR;Санкт-Петербург;Нмаркет.ПРО;https://api.hh.ru/employers/2190230;https://hh.ru/vacancy/40159741;Адмиралтейская;Невский проспект;11/2;30.31532;59.936327
281;Web Fullstack Developer (Remote);3500.0;4000.0;EUR;Санкт-Петербург;Wisebits;https://api.hh.ru/employers/1689648;https://hh.ru/vacancy/40574412;;;;33.0337727474;34.6863047708
282;Инженер-программист (в отдел связи);90000.0;150000.0;RUR;Санкт-Петербург;Специальный Технологический Центр;https://api.hh.ru/employers/2519536;https://hh.ru/vacancy/39575931;Площадь Мужества;Кушелевская дорога;13к2;30.381562;59.992821
283;Fullstack Разработчик (React / Node.js);100000.0;150000.0;RUR;Санкт-Петербург;Lincoln Labs;https://api.hh.ru/employers/4615335;https://hh.ru/vacancy/40013602;;;;;
284;UI Developer;1500.0;3500.0;USD;Санкт-Петербург;RiskMatch;https://api.hh.ru/employers/1317511;https://hh.ru/vacancy/40316114;;;;;
285;WEB-Разработчик (Битрикс);80000.0;;RUR;Санкт-Петербург;СофтБаланс;https://api.hh.ru/employers/343;https://hh.ru/vacancy/39734912;Новочеркасская;Заневский проспект;30 к2;30.420666;59.931959
286;Программист SQL;100000.0;;RUR;Санкт-Петербург;ГК Алекс и Лондон карс;https://api.hh.ru/employers/1374291;https://hh.ru/vacancy/39104552;;;;;
287;Senior Full-Stack Web Developer;200000.0;300000.0;RUR;Санкт-Петербург;Gravitum;https://api.hh.ru/employers/5018260;https://hh.ru/vacancy/40405264;;;;;
288;Full stack developer (JavaScript);200000.0;;RUR;Санкт-Петербург;Skyeng;https://api.hh.ru/employers/1122462;https://hh.ru/vacancy/40267677;;;;;
289;Frontend developer;150000.0;;RUR;Санкт-Петербург;Skyeng;https://api.hh.ru/employers/1122462;https://hh.ru/vacancy/38131450;;;;;
290;QA Engineer (Light Team);150000.0;;RUR;Санкт-Петербург;SEMrush;https://api.hh.ru/employers/789662;https://hh.ru/vacancy/38541159;Московские ворота;Заставская улица;22к2;30.327672;59.888591
291;Team Lead, Руководитель команды поддержки продуктов собственной разработки;120000.0;;RUR;Санкт-Петербург;BIV;https://api.hh.ru/employers/1452716;https://hh.ru/vacancy/39872751;Лиговский проспект;улица Марата;51;30.350202;59.923396
292;Senior Frontend developer;;230000.0;RUR;Санкт-Петербург;Skyeng;https://api.hh.ru/employers/1122462;https://hh.ru/vacancy/36818953;;;;;
293;Support Engineer (ReSharper);150000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/40085391;;;;;
294;Программист (Fullstack) Angular, .Net Core;;230000.0;RUR;Санкт-Петербург;Russ Outdoor;https://api.hh.ru/employers/2476;https://hh.ru/vacancy/39721326;Чкаловская;улица Красного Курсанта;25Ж;30.279783;59.960269
295;Mobile Developer (React Native);150000.0;;RUR;Санкт-Петербург;Lincoln Labs;https://api.hh.ru/employers/4615335;https://hh.ru/vacancy/40037554;;;;;
296;Разработчик .NET;2500.0;3500.0;USD;Санкт-Петербург;TON BRAINS;https://api.hh.ru/employers/2558659;https://hh.ru/vacancy/40559248;;;;;
297;Разработчик мобильных приложений (Android);;230000.0;RUR;Санкт-Петербург;Russ Outdoor;https://api.hh.ru/employers/2476;https://hh.ru/vacancy/39721250;Чкаловская;улица Красного Курсанта;25Ж;30.279783;59.960269
