;vac_name;vac_money_from;vac_money_to;vac_money_cur;city;employer_name;employer_url;employer_url_vacancy;addr_metro;addr_street;addr_build;addr_lng;addr_lat
0;Java Middle Developer;140000.0;250000.0;RUR;Санкт-Петербург;Доксинбокс;https://api.hh.ru/employers/2769379;https://hh.ru/vacancy/41644925;;;;;
1;Java-разработчик;110000.0;;RUR;Санкт-Петербург;FunBox;https://api.hh.ru/employers/89953;https://hh.ru/vacancy/41087555;;;;;
2;Java разработчик;150000.0;280000.0;RUR;Санкт-Петербург;ТТ ДЕВЕЛОПМЕНТ;https://api.hh.ru/employers/1309504;https://hh.ru/vacancy/39799286;Бухарестская;улица Фучика;4К;30.36258;59.877439
3;Java Developer;150000.0;280000.0;RUR;Санкт-Петербург;ТТ ДЕВЕЛОПМЕНТ;https://api.hh.ru/employers/1309504;https://hh.ru/vacancy/40395827;Бухарестская;улица Фучика;4К;30.36258;59.877439
4;Back-End разработчик (Java - разработчик);150000.0;200000.0;RUR;Санкт-Петербург;BIV;https://api.hh.ru/employers/1452716;https://hh.ru/vacancy/40356663;Лиговский проспект;улица Марата;51;30.350202;59.923396
5;Java-разработчик;180000.0;220000.0;RUR;Санкт-Петербург;АКМЭ сервис;https://api.hh.ru/employers/157761;https://hh.ru/vacancy/41538456;;;;;
6;Middle Java разработчик (Remote);180000.0;260000.0;RUR;Санкт-Петербург;Unacore;https://api.hh.ru/employers/5061329;https://hh.ru/vacancy/41528311;;;;;
7;Senior Java/Kotlin developer;;350000.0;RUR;Санкт-Петербург;ЛИПТ Софт;https://api.hh.ru/employers/1741760;https://hh.ru/vacancy/40905676;Новочеркасская;Малоохтинский проспект;64Б;30.402825;59.931238
8;Разработчик Java;180000.0;;RUR;Санкт-Петербург;Метр Квадратный;https://api.hh.ru/employers/4151200;https://hh.ru/vacancy/41048265;Петроградская;набережная реки Карповки;5к16;30.31603;59.968457
9;Support Engineer (Java);150000.0;;RUR;Санкт-Петербург;JetBrains;https://api.hh.ru/employers/9281;https://hh.ru/vacancy/41526032;;;;;
10;Программист Android/Java;100000.0;150000.0;RUR;Санкт-Петербург;Астор;https://api.hh.ru/employers/606;https://hh.ru/vacancy/41645311;;;;;
11;Middle Java Developer;220000.0;;RUR;Санкт-Петербург;Кадровое агентство Юнити;https://api.hh.ru/employers/985;https://hh.ru/vacancy/41526881;;;;;
12;Разработчик Java (Spring Framework);150000.0;;RUR;Санкт-Петербург;Астор;https://api.hh.ru/employers/606;https://hh.ru/vacancy/41175937;;;;;
13;Java Developer (Middle/Senior);150000.0;200000.0;RUR;Санкт-Петербург;GOOD CALL DEVELOPMENT;https://api.hh.ru/employers/5005333;https://hh.ru/vacancy/41039825;;;;;
14;Java / Kotlin Developer;150000.0;;RUR;Санкт-Петербург;Солантек;https://api.hh.ru/employers/1539356;https://hh.ru/vacancy/23473091;Петроградская;улица Профессора Попова;23Д;30.311835;59.972316
15;Android разработчик;100000.0;;RUR;Санкт-Петербург;Универсал-Электрик;https://api.hh.ru/employers/2874392;https://hh.ru/vacancy/41591443;;;;;
16;Senior Java Developer;250000.0;;RUR;Санкт-Петербург;Кадровое агентство Юнити;https://api.hh.ru/employers/985;https://hh.ru/vacancy/41541110;;;;;
17;Программист Computer Vision;120000.0;180000.0;RUR;Санкт-Петербург;Аргуссофт;https://api.hh.ru/employers/4665148;https://hh.ru/vacancy/41068521;;улица Александра Блока;5;30.278678;59.924582
18;Java-разработчик;;250000.0;RUR;Санкт-Петербург;RealTrac Technologies;https://api.hh.ru/employers/1269738;https://hh.ru/vacancy/40984526;Нарвская;набережная Обводного канала;223-225Н;30.270737;59.909779
19;Android-разработчик (Kotlin);;200000.0;RUR;Санкт-Петербург;Ай Ти Сервис;https://api.hh.ru/employers/3539265;https://hh.ru/vacancy/40687565;Чёрная речка;Торжковская улица;1к2;30.305762;59.986808
20;Java-разработчик;180000.0;;RUR;Санкт-Петербург;Инрэко ЛАН;https://api.hh.ru/employers/113313;https://hh.ru/vacancy/41612162;;;;;
