;vac_name;vac_money_from;vac_money_to;vac_money_cur;city;employer_name;employer_url;employer_url_vacancy;addr_metro;addr_street;addr_build;addr_lng;addr_lat
0;Frontend-разработчик (Vue.js + Canvas);180000.0;200000.0;RUR;Санкт-Петербург;Бсп;https://api.hh.ru/employers/5039640;https://hh.ru/vacancy/40696030;;;;;
1;Frontend-разработчик (Vue.js);140000.0;160000.0;RUR;Санкт-Петербург;Ай Ти Сервис;https://api.hh.ru/employers/3539265;https://hh.ru/vacancy/40736826;Чёрная речка;Торжковская улица;1к2;30.305762;59.986808
2;Front-end developer React JS (удаленно);150000.0;;RUR;Санкт-Петербург;Helastel;https://api.hh.ru/employers/4166575;https://hh.ru/vacancy/40350471;;;;;
3;Frontend-разработчик (Vue.js);120000.0;160000.0;RUR;Санкт-Петербург;DNA Team;https://api.hh.ru/employers/4641786;https://hh.ru/vacancy/40254853;;;;;
4;Frontend Developer Vue, JavaScript/TypeScript;120000.0;200000.0;RUR;Санкт-Петербург;Plumsail;https://api.hh.ru/employers/1752125;https://hh.ru/vacancy/40679871;Невский проспект;Садовая улица;23/6;30.325103;59.930173
5;Frontend разработчик (React.js);;4500.0;USD;Санкт-Петербург;Tango Me;https://api.hh.ru/employers/3266823;https://hh.ru/vacancy/40654605;Горьковская;улица Кропоткина;1;30.311583;59.959251
6;Web-разработчик (Node.js, React);800.0;3000.0;USD;Санкт-Петербург;BeeJee;https://api.hh.ru/employers/2092867;https://hh.ru/vacancy/40752054;Выставочный центр;Васильковская улица;100;30.478275;50.382207
7;Front-End Developer (Vue.js);1500.0;;EUR;Санкт-Петербург;TR Logic LLC;https://api.hh.ru/employers/2898081;https://hh.ru/vacancy/40287819;;;;;
8;Frontend-разработчик (React);120000.0;160000.0;RUR;Санкт-Петербург;DNA Team;https://api.hh.ru/employers/4641786;https://hh.ru/vacancy/40241425;;;;;
9;Node.js developer удаленно;140000.0;200000.0;RUR;Санкт-Петербург;B2Broker;https://api.hh.ru/employers/2234168;https://hh.ru/vacancy/38801519;Горьковская;;;;
10;Frontend-разработчик (Middle);120000.0;160000.0;RUR;Санкт-Петербург;Ticketland.ru;https://api.hh.ru/employers/706399;https://hh.ru/vacancy/40394428;;набережная Обводного канала;;30.329325;59.912256
11;Full Stack разработчик (React + Node.js);130000.0;180000.0;RUR;Санкт-Петербург;Сидмоушн Медиа;https://api.hh.ru/employers/1913032;https://hh.ru/vacancy/40210797;;;;;
12;Front-end разработчик;110000.0;;RUR;Санкт-Петербург;NBCom Group;https://api.hh.ru/employers/544626;https://hh.ru/vacancy/40356918;Электросила;Московский проспект;158Б;30.322812;59.880013
13;Web-разработчик (PHP, JS);400.0;3000.0;USD;Санкт-Петербург;BeeJee;https://api.hh.ru/employers/2092867;https://hh.ru/vacancy/40539642;Выставочный центр;Васильковская улица;100;30.478275;50.382207
14;Node.js developer;140000.0;200000.0;RUR;Санкт-Петербург;B2Broker;https://api.hh.ru/employers/2234168;https://hh.ru/vacancy/40555976;Горьковская;;;;
15;Frontend-разработчик (Vue.js);90000.0;;RUR;Санкт-Петербург;Модум Лаб;https://api.hh.ru/employers/3164171;https://hh.ru/vacancy/40336876;Балтийская;;;;
16;Frontend-разработчик (React);80000.0;160000.0;RUR;Санкт-Петербург;VIEWGIN;https://api.hh.ru/employers/5033181;https://hh.ru/vacancy/40404470;;;;;
17;Middle/Senior Frontend-разработчик (Vue.js);120000.0;;RUR;Санкт-Петербург;Зорин Максим Александрович;https://api.hh.ru/employers/3929600;https://hh.ru/vacancy/40383636;;Невский проспект;22-24;30.324097;59.935944
18;Senior Backend Developer (Node.js);;300000.0;RUR;Санкт-Петербург;StreamLayer Inc;https://api.hh.ru/employers/4680544;https://hh.ru/vacancy/40333947;;;;;
19;Web-программист;150000.0;200000.0;RUR;Санкт-Петербург;Семенова Екатерина Сергеевна;https://api.hh.ru/employers/5059497;https://hh.ru/vacancy/40596548;;;;;
20;Frontend-разработчик;140000.0;;RUR;Санкт-Петербург;ФАН;https://api.hh.ru/employers/2412618;https://hh.ru/vacancy/40475542;;Приморский проспект;78к5;30.186502;59.988055
21;Frontend-разработчик (JavaScript);140000.0;;RUR;Санкт-Петербург;4xxi;https://api.hh.ru/employers/1536449;https://hh.ru/vacancy/40385675;;;;;
22;Front End разработчик;95000.0;;RUR;Санкт-Петербург;Планоплан;https://api.hh.ru/employers/2672202;https://hh.ru/vacancy/40572753;;Магнитогорская улица;30;30.422031;59.939532
23;Full Stack Developer C# and JavaScript/TypeScript (React or Vue);120000.0;200000.0;RUR;Санкт-Петербург;Plumsail;https://api.hh.ru/employers/1752125;https://hh.ru/vacancy/39683460;Невский проспект;Садовая улица;23/6;30.325103;59.930173
24;Frontend-Developer;120000.0;170000.0;RUR;Санкт-Петербург;ЭДГОУ;https://api.hh.ru/employers/1840251;https://hh.ru/vacancy/40294373;Чкаловская;;;;
25;Frontend Developer (React);80000.0;;RUR;Санкт-Петербург;ЭТМ, компания;https://api.hh.ru/employers/30151;https://hh.ru/vacancy/40749254;;;;;
26;Senior Front-end разработчик (React, typescript);;300000.0;RUR;Санкт-Петербург;StreamLayer Inc;https://api.hh.ru/employers/4680544;https://hh.ru/vacancy/40333454;;;;;
27;Frontend developer (можно удаленно);;200000.0;RUR;Санкт-Петербург;Агентство 21 век, КЦ;https://api.hh.ru/employers/659638;https://hh.ru/vacancy/40000781;;;;;
28;Backend/frontend developer;240000.0;;RUR;Санкт-Петербург;Южные Ворота, управляющая компания;https://api.hh.ru/employers/132717;https://hh.ru/vacancy/40408780;;;;;
29;Frontend developer (React);170000.0;;RUR;Санкт-Петербург;Mygento eCommerce Solutions;https://api.hh.ru/employers/1643357;https://hh.ru/vacancy/38781907;Чернышевская;улица Чайковского;79;30.3656851865;59.9462288217
30;Frontend developer (React);170000.0;;RUR;Санкт-Петербург;Mygento eCommerce Solutions;https://api.hh.ru/employers/1643357;https://hh.ru/vacancy/38781907;Чернышевская;улица Чайковского;79;30.3656851865;59.9462288217
31;Full Stack developer C# .NET (удалённо);80000.0;100000.0;RUR;Санкт-Петербург;HR Development;https://api.hh.ru/employers/4508336;https://hh.ru/vacancy/40712495;;Пушкарский переулок;9;30.30887;59.959332
32;Full-Stack Web Developer;120000.0;;RUR;Санкт-Петербург;Cbonds.ru;https://api.hh.ru/employers/3152;https://hh.ru/vacancy/40749669;Выборгская;Пироговская наб.;21А;30.338327;59.966015
33;Full stack developer (Python, ReactJS);80000.0;140000.0;RUR;Санкт-Петербург;Вечная Молодость;https://api.hh.ru/employers/1881603;https://hh.ru/vacancy/40288144;;;;;
34;Middle Frontend developer;80000.0;;RUR;Санкт-Петербург;Mygento eCommerce Solutions;https://api.hh.ru/employers/1643357;https://hh.ru/vacancy/34709741;Чернышевская;улица Чайковского;79;30.3656851865;59.9462288217
35;Frontend-разработчик (Middle);125000.0;140000.0;RUR;Санкт-Петербург;Tools For Brokers;https://api.hh.ru/employers/1307507;https://hh.ru/vacancy/40257382;Ладожская;проспект Энергетиков;3;30.43768;59.931012
36;Разработчик JavaScript (Node.js/back-end);120000.0;200000.0;RUR;Санкт-Петербург;OneTwoTrip;https://api.hh.ru/employers/914908;https://hh.ru/vacancy/38996220;;;;;
37;Full Stack Developer (Laravel + Vue.js);;180000.0;RUR;Санкт-Петербург;ФАН;https://api.hh.ru/employers/2412618;https://hh.ru/vacancy/39709450;;Приморский проспект;78к5;30.186502;59.988055
38;PHP/JS разработчик (Full Stack Developer) / PHP программист Удаленно;60000.0;100000.0;RUR;Санкт-Петербург;Литмаркет;https://api.hh.ru/employers/2728088;https://hh.ru/vacancy/40632588;;;;;
39;Frontend Javascript разработчик;150000.0;220000.0;RUR;Санкт-Петербург;Vilesse;https://api.hh.ru/employers/1510254;https://hh.ru/vacancy/37395454;;;;;
40;Full stack software engineer (удаленно);120000.0;;RUR;Санкт-Петербург;Helastel;https://api.hh.ru/employers/4166575;https://hh.ru/vacancy/39793404;;;;;
41;PHP разработчик (удаленно);;200000.0;RUR;Санкт-Петербург;Oblivki.biz;https://api.hh.ru/employers/3248356;https://hh.ru/vacancy/40782301;;;;;
42;Frontend-разработчик;100000.0;180000.0;RUR;Санкт-Петербург;Zaauto;https://api.hh.ru/employers/3148609;https://hh.ru/vacancy/39926459;Нарвская;Двинская улица;3;30.255977;59.909391
43;Frontend Developer (Angular) удаленно;100000.0;200000.0;RUR;Санкт-Петербург;B2Broker;https://api.hh.ru/employers/2234168;https://hh.ru/vacancy/38801518;Горьковская;;;;
44;Front-end разработчик;85000.0;;RUR;Санкт-Петербург;СМТР;https://api.hh.ru/employers/3292820;https://hh.ru/vacancy/40351489;Петроградская;улица Профессора Попова;23Д;30.311403;59.97233
45;Full Stack разработчик (PHP/JavaScript);90000.0;150000.0;RUR;Санкт-Петербург;Func.;https://api.hh.ru/employers/2160968;https://hh.ru/vacancy/40445756;Нарвская;Лифляндская улица;6к6;30.264368;59.905795
46;Разработчик React Native;135000.0;200000.0;RUR;Санкт-Петербург;КлаудФэктори;https://api.hh.ru/employers/2877476;https://hh.ru/vacancy/40357026;;;;;
47;React Native разработчик;;180000.0;RUR;Санкт-Петербург;СТАВКА TV;https://api.hh.ru/employers/4379115;https://hh.ru/vacancy/39626138;;Гаккелевская улица;21;30.256301;60.00002
48;PHP-разработчик;130000.0;170000.0;RUR;Санкт-Петербург;МКК «Макс.Кредит»;https://api.hh.ru/employers/2807185;https://hh.ru/vacancy/40246822;;;;;
49;Backend developer (laravel);;150000.0;RUR;Санкт-Петербург;Онлайнсим;https://api.hh.ru/employers/2705449;https://hh.ru/vacancy/40722258;;;;;
50;Front-end разработчик React Native​​​​​​​;200000.0;;RUR;Санкт-Петербург;TON Labs;https://api.hh.ru/employers/1641438;https://hh.ru/vacancy/40381072;;;;;
51;PHP developer (удаленно);100000.0;;RUR;Санкт-Петербург;Helastel;https://api.hh.ru/employers/4166575;https://hh.ru/vacancy/40247880;;;;;
52;Frontend-разработчик middle (vue, nuxt, html, css);80000.0;;RUR;Санкт-Петербург;frenchrabbit;https://api.hh.ru/employers/1418622;https://hh.ru/vacancy/40426834;Владимирская;Невский проспект;72;30.346267;59.933167
53;Middle Frontend Developer / Разработчик JavaScript;140000.0;;RUR;Санкт-Петербург;Софтвайс;https://api.hh.ru/employers/4295296;https://hh.ru/vacancy/39934684;;Чкаловский проспект;50;30.299339;59.967358
54;Frontend разработчик;90000.0;150000.0;RUR;Санкт-Петербург;Func.;https://api.hh.ru/employers/2160968;https://hh.ru/vacancy/40561754;;;;;
55;Программист TypeScript / JavaScript;170000.0;300000.0;RUR;Санкт-Петербург;Nord.Codes;https://api.hh.ru/employers/3292790;https://hh.ru/vacancy/40436955;Чёрная речка;;;;
56;Разработчик JS/C# (middle/senior);50000.0;150000.0;RUR;Санкт-Петербург;IT Expert;https://api.hh.ru/employers/9094;https://hh.ru/vacancy/40370790;;;;;
57;Веб-разработчик (back-end);70000.0;120000.0;RUR;Санкт-Петербург;RA-Studio;https://api.hh.ru/employers/1716853;https://hh.ru/vacancy/40589904;Академическая;;;;
58;PHP developer;50000.0;100000.0;RUR;Санкт-Петербург;Densure;https://api.hh.ru/employers/3026046;https://hh.ru/vacancy/40710665;Электросила;Цветочная улица;25А;30.329531;59.885747
59;Middle JavaScript разработчик;130000.0;;RUR;Санкт-Петербург;Расчетные системы;https://api.hh.ru/employers/49569;https://hh.ru/vacancy/40313114;Чернышевская;улица Радищева;39Д;30.364153;59.94262
60;Frontend-разработчик;140000.0;250000.0;RUR;Санкт-Петербург;4people;https://api.hh.ru/employers/4446629;https://hh.ru/vacancy/35034280;;;;;
61;Middle+ Backend разработчик (Node);120000.0;;RUR;Санкт-Петербург;Виртуализация ИТ;https://api.hh.ru/employers/3822963;https://hh.ru/vacancy/40733837;;;;;
62;PHP программист Laravel/Yii (MySQL / Web-разработчик);50000.0;100000.0;RUR;Санкт-Петербург;Юнипейдж;https://api.hh.ru/employers/2623887;https://hh.ru/vacancy/40559510;Владимирская;;;;
63;Программист PHP;80000.0;140000.0;RUR;Санкт-Петербург;Центр инновационных технологий;https://api.hh.ru/employers/1934884;https://hh.ru/vacancy/40267767;;улица Егорова;26А;30.3149018737;59.9103570589
64;Разработчик .NET full stack;120000.0;200000.0;RUR;Санкт-Петербург;Элисофт;https://api.hh.ru/employers/3677614;https://hh.ru/vacancy/40235962;Обводный Канал;Расстанная улица;2к2;30.340751;59.908989
65;PHP-разработчик;120000.0;;RUR;Санкт-Петербург;Интерактивные обучающие технологии;https://api.hh.ru/employers/1331661;https://hh.ru/vacancy/40640475;Петроградская;набережная реки Карповки;5П;30.31735;59.968322
66;Middle/Senior Frontend- разработчик;85000.0;145000.0;RUR;Санкт-Петербург;Creative;https://api.hh.ru/employers/1517303;https://hh.ru/vacancy/40369063;;улица Малыгина;84/1;65.559588;57.137188
67;React Native Developer;80000.0;140000.0;RUR;Санкт-Петербург;PQLab;https://api.hh.ru/employers/5039382;https://hh.ru/vacancy/40413346;;;;;
68;Backend программист - PHP / Bitrix / JS;80000.0;150000.0;RUR;Санкт-Петербург;Мамаев Константин Олегович;https://api.hh.ru/employers/3506432;https://hh.ru/vacancy/40499042;;;;;
69;Senior backend Node.js developer;170000.0;230000.0;RUR;Санкт-Петербург;8base;https://api.hh.ru/employers/2967332;https://hh.ru/vacancy/40202033;Площадь Мужества;;;;
70;Frontend-разработчик (React+Typescript);120000.0;180000.0;RUR;Санкт-Петербург;АКМЭ сервис;https://api.hh.ru/employers/157761;https://hh.ru/vacancy/39689552;;;;;
71;C# .NET Fullstack программист;;200000.0;RUR;Санкт-Петербург;Платформа;https://api.hh.ru/employers/3067702;https://hh.ru/vacancy/40483653;Горьковская;Большая Посадская улица;16;30.325875;59.959552
72;Frontend developer (Angular);200000.0;287000.0;RUR;Санкт-Петербург;FBS Inc.;https://api.hh.ru/employers/681575;https://hh.ru/vacancy/40764400;;;;;
73;UX / UI Senior (Удаленно);100000.0;200000.0;RUR;Санкт-Петербург;Реклайн;https://api.hh.ru/employers/5014155;https://hh.ru/vacancy/40298045;;;;;
